,artists,genres
21227,Olympia,"['funk', 'instrumental funk']"
21229,Omar Apollo,"['alternative r&b', 'bedroom pop', 'bedroom soul', 'indie r&b', 'pop']"
21230,Omar Geles,"['musica popular colombiana', 'vallenato', 'vallenato moderno']"
21231,Omar LinX,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap']"
21232,Omar Mohamed Ustad,['afghan traditional']
21233,Omar Santana,"['gabba', 'happy hardcore', 'hardcore techno']"
21236,Omara Portuondo,"['bolero', 'bolero cubano', 'latin jazz', 'musica tradicional cubana']"
21237,Omardath Maharaj,['chutney']
21238,Omarion,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
21239,Omega,['rap dominicano']
21240,Omega Drive,"['croatian electronic', 're:techno']"
21241,Omen,"['dark trap', 'emo rap', 'underground hip hop']"
21243,OmenXIII,"['dark trap', 'emo rap', 'underground hip hop']"
21244,Omnia,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
21252,Onda Vaselina,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']"
21254,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']"
21256,One Hour Gulf Coast Ocean Waves,['water']
21260,One Way,"['classic soul', 'electro', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
21261,One Year Later,"['electronicore', 'post-post-hardcore', 'post-screamo']"
21262,OneRepublic,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']"
21265,Only Attitude Counts,"['austrian punk', 'hardcore']"
21266,Only The Family,"['chicago rap', 'trap']"
21268,Onyanko Club,"['j-pop girl group', 'kayokyoku']"
21269,Onyx,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
21271,Ookay,"['bass trap', 'dubstep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop edm', 'vapor twitch']"
21272,Oompa Loompa Cast,['movie tunes']
21273,Open Mike Eagle,"['abstract hip hop', 'alternative hip hop', 'escape room']"
21276,Operation Ivy,"['folk punk', 'hardcore punk', 'punk', 'ska', 'ska punk', 'skate punk']"
21278,Opeth,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']"
21279,Ophidian,"['gabba', 'happy hardcore', 'hardcore techno', 'industrial hardcore', 'speedcore', 'uptempo hardcore']"
21280,Opposite the Other,"['cape town indie', 'south african rock']"
21282,Opus III,"['ambient house', 'dream trance', 'hip house']"
21284,Orange & Lemons,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']"
21285,Orange Juice,"['alternative rock', 'art rock', 'c86', 'dance rock', 'dream pop', 'new wave', 'new wave pop', 'post-punk', 'scottish new wave', 'scottish rock', 'uk post-punk']"
21287,Orbital,"['big beat', 'breakbeat', 'electronica', 'hardcore techno', 'intelligent dance music', 'rave']"
21293,Orchester der Deutschen Oper Berlin,"['classical performance', 'orchestra']"
21297,Orchestra,"['british orchestra', 'classical', 'classical performance', 'orchestra']"
21299,Orchestra Baobab,"['afrobeat', 'afropop', 'chicha', 'mande pop', 'world']"
21303,"Orchestra Del Teatro Alla Scala, Milano","['classical performance', 'italian orchestra', 'opera', 'orchestra']"
21304,Orchestra Del Teatro Dell'Opera Di Roma,"['italian orchestra', 'opera']"
21305,Orchestra Della Rai di Torino,"['italian orchestra', 'orchestra']"
21312,Orchestra National de la Radiodiffusion Francaise,['radio symphony']
21313,Orchestra Of The 18th Century,"['classical performance', 'historically informed performance', 'orchestra']"
21315,Orchestra Sinfonica Della Rai Di Roma,['italian orchestra']
21316,Orchestra Sinfonica Di Torino Della Rai,"['italian orchestra', 'orchestra']"
21319,Orchestra Sinfonica della RAI,"['italian orchestra', 'orchestra']"
21320,Orchestra Sinfonica della RAI de Torino,"['italian orchestra', 'orchestra']"
21321,Orchestra Sinfonica di Roma della RAI,['italian orchestra']
21327,Orchestra at Temple Square,['american orchestra']
21328,Orchestra del Maggio Musicale Fiorentino,"['italian orchestra', 'opera']"
21329,Orchestra del Teatro Comunale di Bologna,['opera']
21335,Orchestra di Milano della RAI,['italian orchestra']
21336,Orchestra di Torino Della RAI,"['italian orchestra', 'orchestra']"
21338,Orchestra i mandolini di Napoli,['italian mandolin']
21340,"Orchestra of Clare College, Cambridge",['cambridge choir']
21341,Orchestra of St. Luke's,"['american orchestra', 'chamber orchestra']"
21342,Orchestra of the Age of Enlightenment,"['baroque ensemble', 'british orchestra', 'choral', 'classical performance', 'historically informed performance', 'orchestra']"
21344,"Orchestra of the Royal Opera House, Covent Garden",['orchestra']
21346,Orchestral Manoeuvres In The Dark,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']"
21349,Orchestre De La Cite,['french orchestra']
21351,Orchestre De La Société Des Concerts Du Conservatoire,['french orchestra']
21354,Orchestre National De France,"['french orchestra', 'orchestra']"
21355,Orchestre National Du Capitole De Toulouse,['french orchestra']
21356,Orchestre National Radiodiffusion Française,['french orchestra']
21358,Orchestre National de la RTF,['french orchestra']
21361,Orchestre Symphonique De Paris,['french orchestra']
21362,Orchestre Symphonique De Québec,['orchestra']
21364,Orchestre Symphonique de Montréal,"['classical performance', 'orchestra']"
21365,Orchestre Symphonique et Lyrique de Nancy,['french orchestra']
21366,Orchestre de Paris,['french orchestra']
21367,Orchestre de chambre Jean-François Paillard,['french orchestra']
21368,Orchestre de l'Opéra National de Paris,"['french orchestra', 'opera']"
21370,Orchestre de la Paillote,['west african jazz']
21371,Orchestre des Concerts Lamoureux,['french orchestra']
21380,Organized Konfusion,"['alternative hip hop', 'deep east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop']"
21382,Orgone,"['afrobeat', 'brass band', 'funk', 'instrumental funk', 'jam band', 'jazz funk', 'modern funk', 'soul']"
21383,Orgy,"['alternative metal', 'electronic rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
21386,Orianthi,['candy pop']
21387,Orient Pearl,['pinoy rock']
21390,Original Broadway Cast,['broadway']
21401,Original Broadway Cast of Dear Evan Hansen,['broadway']
21402,Original Broadway Cast of Hamilton,['broadway']
21406,Orion,"['alternative r&b', 'bedroom pop', 'chill r&b', 'indie r&b', 'indie soul']"
21407,Orion.,"['alternative r&b', 'bedroom pop', 'chill r&b', 'indie r&b', 'indie soul']"
21408,Orjan,"['big room', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
21409,Orjan Nilsen,"['big room', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
21411,Orkidea,"['finnish edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
21412,"Orlando ""Cachaíto"" López",['latin jazz']
21414,Orlando Gibbons,"['anglican liturgy', 'classical', 'early music', 'english baroque', 'english renaissance', 'madrigal', 'renaissance']"
21415,Orlando Marin,['salsa']
21417,Orlando Silva,"['choro', 'samba', 'velha guarda']"
21418,Orleans,"['bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
21419,Orman Bitch,"['deep hardtechno', 'frankfurt electronic', 'schranz']"
21421,Ornella Vanoni,"['classic italian pop', 'italian adult pop']"
21422,Ornette Coleman,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'experimental', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']"
21423,Orphei Drängar,['swedish choir']
21424,Orpheus Chamber Orchestra,"['american orchestra', 'chamber orchestra', 'classical organ', 'classical performance']"
21426,Orquesta Aragón,"['bolero', 'bolero cubano', 'cha-cha-cha', 'charanga', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'son cubano clasico']"
21428,Orquesta Casablanca,['vintage spanish pop']
21430,Orquesta De Camara De Madrid,['spanish classical']
21433,Orquesta Estrellas Cubanas,['son cubano clasico']
21434,Orquesta Francisco Canaro,['tango']
21435,Orquesta Gran Casino,['trad jazz catala']
21436,Orquesta Harlow,['salsa']
21437,Orquesta Huambaly,"['jazz chileno', 'nueva cancion']"
21438,Orquesta Inmensidad,"['salsa', 'salsa international']"
21439,Orquesta La Conspiración,"['latin jazz', 'salsa international']"
21441,Orquesta La Terrifica,['salsa international']
21443,Orquesta Martín De La Rosa,['trad jazz catala']
21444,Orquesta Mulenze,"['salsa', 'salsa international']"
21455,Orquestra Nelson Ferreira,"['frevo', 'musica pernambucana']"
21456,Orquestra Românticos de Cuba,['romantico']
21458,Os Brazoes,"['psicodelia brasileira', 'tropicalia']"
21459,Os Cariocas,['bossa nova']
21460,Os Incríveis,['jovem guarda']
21461,Os Mutantes,"['bossa nova', 'brazilian indie', 'brazilian rock', 'mpb', 'psicodelia brasileira', 'psychedelic rock', 'tropicalia']"
21462,Os Originais Do Samba,"['bossa nova', 'mpb', 'pagode', 'samba', 'samba-enredo', 'samba-rock', 'velha guarda']"
21463,Os Paralamas Do Sucesso,"['brazilian rock', 'latin alternative', 'latin rock', 'mpb', 'rock nacional brasileiro']"
21464,Os Tincoãs,"['mpb', 'samba']"
21468,Oscar Aguilera,['latin tech house']
21472,Oscar D'León,"['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical']"
21475,Oscar Garcia,['deep regional mexican']
21476,Oscar Hammerstein II,['broadway']
21478,Oscar Levant,['american classical piano']
21479,Oscar Lopez,['rumba']
21480,Oscar Peterson,"['adult standards', 'bebop', 'big band', 'christmas instrumental', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']"
21481,Oscar Peterson Quartet,['jazz quartet']
21482,Oscar Peterson Trio,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'stride', 'vocal jazz']"
21483,Oscar Pettiford,"['bebop', 'cool jazz', 'hard bop', 'jazz double bass']"
21485,Oscar Stagnaro,['jazz colombiano']
21488,Oscar Velazquez,['circuit']
21489,Oscar the Grouch,"['cartoon', ""children's music"", 'sesame street']"
21490,Oscillian,"['cyberpunk', 'dark clubbing', 'synthwave']"
21491,Osher,['israeli mediterranean']
21492,Osian Ellis,"['classical harp', 'harp']"
21500,Oslo Philharmonic Orchestra,"['classical performance', 'nordic orchestra', 'orchestra']"
21501,Oslo Philharmonic Wind Soloists,['wind ensemble']
21502,Osman,['cubaton']
21505,"Osmani Garcia ""La Voz""",['cubaton']
21507,Osquel,['reggaeton flow']
21509,Ost & Meyer,"['progressive house', 'progressive trance']"
21510,Osunlade,"['afro house', 'broken beat', 'chicago house', 'deep house', 'vocal house']"
21518,Otep,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock', 'slayer']"
21519,Otherwise,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo']"
21520,Otis Clay,"['chicago soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
21521,Otis Day & The Knights,['p funk']
21523,Otis Redding,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
21524,Otis Rush,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']"
21525,Otis Spann,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'electric blues', 'jazz blues', 'piano blues', 'traditional blues']"
21526,Otmar Suitner,['orchestral performance']
21527,Ottawan,"['europop', 'italian disco', 'vintage french electronic']"
21528,Ottmar Liebert,"['flamenco guitar', 'rumba']"
21529,Ottmar Liebert + Luna Negra,['rumba']
21530,Otto Ackermann,['historic orchestral performance']
21532,Otto Edelmann,['classical bass']
21533,Otto Graef,['historic classical performance']
21536,Otto Klemperer,"['classical performance', 'historic orchestral performance', 'orchestral performance']"
21537,Otto Knows,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
21538,Otto Nicolai,"['early romantic era', 'german romanticism']"
21539,Otto Reutter,['vintage schlager']
21540,Otto Totland,"['compositional ambient', 'focus', 'neo-classical']"
21547,Ottorino Respighi,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
21550,Oumou Sangaré,"['afrobeat', 'afropop', 'malian blues', 'mande pop', 'wassoulou', 'world']"
21551,Our Lady Peace,"['alternative metal', 'alternative rock', 'canadian rock', 'pop rock', 'post-grunge', 'rock', 'wrestling']"
21552,Our Last Night,"['metalcore', 'modern rock', 'post-screamo', 'screamo']"
21554,Out,"['emo', 'modern rock', 'pop punk']"
21557,Outblast,"['gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
21558,Outbreak,"['melodic hardcore', 'straight edge']"
21559,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']"
21561,Outlawz,['gangster rap']
21562,Outsiders,['american oi']
21564,Ouza et Ses Ouzettes,['west african jazz']
21568,Overdrive,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
21569,Overkill,"['death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'speed metal', 'thrash metal']"
21572,Overseer,"['big beat', 'breakbeat']"
21573,Ovnimoon,"['progressive psytrance', 'psychedelic trance']"
21574,Owen Brannigan,['classical bass']
21577,Owl City,"['indietronica', 'modern rock', 'pop', 'pop rock', 'post-teen pop']"
21579,Oxford Camerata,"['british choir', 'chamber choir', 'choral', 'early music choir', 'early music ensemble', 'oxford choir', 'polyphony']"
21580,Oxford Schola Cantorum,"['british choir', 'chamber choir', 'oxford choir', 'university choir']"
21582,Ozomatli,"['latin alternative', 'latinx alternative']"
21584,Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
21585,Ozzie Kotani,"['hawaiian', 'slack-key guitar']"
21586,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
21591,P L Deshpande,['marathi traditional']
21592,P!nk,"['dance pop', 'pop', 'post-teen pop']"
21593,P-Funk All Stars,"['funk', 'p funk']"
21594,P-Money,"['grime', 'uk hip hop']"
21596,P. B. Sreenivas,['filmi']
21599,P. Leela,['filmi']
21603,P. Susheela,"['deep indian pop', 'filmi', 'tamil worship']"
21607,P.L.,['detroit hip hop']
21609,P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
21610,P.P. Arnold,['soul']
21614,PARTYNEXTDOOR,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
21615,PAW Patrol,['cartoon']
21617,PIPER,"['big band', 'swing', 'vocal harmony group']"
21618,PJ Harvey,"['alternative rock', 'art pop', 'art rock', 'chamber psych', 'indie rock', 'lilith', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']"
21619,PJ Masks,"[""children's music""]"
21620,PK,"['funk carioca', 'trap funk']"
21622,PKCZ(R),['j-pop boy group']
21623,PLVTINUM,"['electropop', 'pop', 'post-teen pop']"
21626,POOLCLVB,['australian house']
21627,PRETTYMUCH,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'social media pop']"
21628,PSK-13,['dirty texas rap']
21629,PSY,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']"
21630,PUBLIC,['indie rockism']
21631,PUNCH PUNCH,"['alternative metal', 'groove metal', 'nu metal']"
21632,PUP,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']"
21633,PXNDX,"['emo mexicano', 'mexican pop punk', 'mexican rock', 'punk rock mexicano']"
21635,Pablo Abraira,"['cancion melodica', 'pop romantico']"
21636,Pablo Alborán,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']"
21639,Pablo Casals,['classical cello']
21641,Pablo Cruise,"['country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
21644,Pablo Francisco,"['comedy', 'latino comedy']"
21645,Pablo Gad,"['dub', 'reggae', 'roots reggae', 'uk dub']"
21646,Pablo Milanés,"['bolero cubano', 'cantautor', 'nueva cancion', 'trova']"
21647,Pablo Montero,"['mariachi', 'ranchera']"
21649,Pablo Ruiz,['latin pop']
21650,Pablo de Sarasate,"['late romantic era', 'violin']"
21652,Paces,['australian dance']
21653,Pacewon,['new jersey rap']
21656,Paco Aguilera,['folclore extremeno']
21657,Paco Barrón y sus Norteños Clan,['norteno']
21660,Paco de Lucía,"['flamenco', 'flamenco guitar', 'rumba']"
21661,Paddy Moloney,['uilleann pipes']
21662,Paddy Reilly,"['celtic', 'irish country', 'irish folk']"
21668,"Padu del Caribe, Netherlands Antilles Orchestra",['antilliaanse folklore']
21669,Pages,"['deep soft rock', 'yacht rock']"
21671,Pahola Marino,"['latin christian', 'mariachi cristiano']"
21673,Paige O'Hara,['movie tunes']
21675,Pain,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
21676,Painbastard,"['aggrotech', 'dark electro', 'ebm', 'electro-industrial', 'futurepop']"
21678,Paipy,['italian trance']
21680,Pajama Party,['freestyle']
21683,Palabra en Acción,"['latin christian', 'latin worship']"
21684,Palace Music,"['alternative country', 'freak folk']"
21688,Palaphol,"['thai folk rock', 'thai pop']"
21691,Pale Saints,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'shoegaze']"
21692,Palito Ortega,"['cancion melodica', 'mexican rock-and-roll', 'pop romantico']"
21693,Palle Danielsson,"['jazz double bass', 'swedish jazz']"
21694,Palmer McAbe,['harmonica blues']
21695,Palmy,"['thai indie rock', 'thai pop']"
21696,Paloalto,['k-rap']
21697,Paloma San Basilio,"['cancion melodica', 'pop romantico']"
